,time,reward,age,days_since_joining,income,gender_F,gender_M,gender_O,min_spend_req,social,mobile,web,duration,discount,type_bogo,type_discount
92374,396,2.0,36,1494,72000.0,0,1,0,10,1,1,1,10,2,0,1
92377,198,2.0,80,618,35000.0,0,1,0,10,1,1,1,10,2,0,1
92380,624,2.0,62,1317,62000.0,1,0,0,10,1,1,1,10,2,0,1
92382,594,2.0,60,2043,46000.0,1,0,0,10,1,1,1,10,2,0,1
92387,6,2.0,35,1537,47000.0,0,1,0,10,1,1,1,10,2,0,1
92390,18,2.0,55,894,74000.0,0,1,0,10,1,1,1,10,2,0,1
92394,612,2.0,33,608,45000.0,0,1,0,10,1,1,1,10,2,0,1
92399,576,2.0,38,1429,87000.0,1,0,0,10,1,1,1,10,2,0,1
92402,378,2.0,49,1648,72000.0,1,0,0,10,1,1,1,10,2,0,1
92405,186,2.0,58,958,105000.0,1,0,0,10,1,1,1,10,2,0,1
92410,618,2.0,27,1640,50000.0,0,1,0,10,1,1,1,10,2,0,1
92413,0,2.0,41,1542,64000.0,0,1,0,10,1,1,1,10,2,0,1
92416,276,2.0,26,650,64000.0,1,0,0,10,1,1,1,10,2,0,1
92419,0,2.0,53,1085,73000.0,1,0,0,10,1,1,1,10,2,0,1
92422,342,2.0,53,1085,73000.0,1,0,0,10,1,1,1,10,2,0,1
92425,78,2.0,64,2387,69000.0,0,1,0,10,1,1,1,10,2,0,1
92430,78,2.0,32,2129,50000.0,1,0,0,10,1,1,1,10,2,0,1
92432,654,2.0,36,1435,72000.0,0,1,0,10,1,1,1,10,2,0,1
92435,18,2.0,54,1803,92000.0,0,1,0,10,1,1,1,10,2,0,1
92442,672,2.0,40,639,64000.0,0,1,0,10,1,1,1,10,2,0,1
92447,168,2.0,45,893,55000.0,0,1,0,10,1,1,1,10,2,0,1
92450,162,2.0,62,1487,33000.0,0,1,0,10,1,1,1,10,2,0,1
92453,264,2.0,41,701,75000.0,0,1,0,10,1,1,1,10,2,0,1
92456,282,2.0,68,830,51000.0,0,1,0,10,1,1,1,10,2,0,1
92459,510,2.0,68,830,51000.0,0,1,0,10,1,1,1,10,2,0,1
92462,156,2.0,45,889,55000.0,0,1,0,10,1,1,1,10,2,0,1
92465,438,2.0,45,889,55000.0,0,1,0,10,1,1,1,10,2,0,1
92468,636,2.0,46,831,100000.0,0,1,0,10,1,1,1,10,2,0,1
92473,366,2.0,63,1235,90000.0,0,1,0,10,1,1,1,10,2,0,1
92476,36,2.0,56,1280,71000.0,1,0,0,10,1,1,1,10,2,0,1
92479,522,2.0,56,1280,71000.0,1,0,0,10,1,1,1,10,2,0,1
92482,138,2.0,66,636,74000.0,1,0,0,10,1,1,1,10,2,0,1
92493,666,2.0,28,859,64000.0,0,1,0,10,1,1,1,10,2,0,1
92494,672,2.0,28,859,64000.0,0,1,0,10,1,1,1,10,2,0,1
92497,600,2.0,34,1251,35000.0,1,0,0,10,1,1,1,10,2,0,1
92500,612,2.0,24,1578,31000.0,1,0,0,10,1,1,1,10,2,0,1
92505,24,2.0,58,1456,103000.0,0,1,0,10,1,1,1,10,2,0,1
92508,66,2.0,55,904,55000.0,0,1,0,10,1,1,1,10,2,0,1
92511,366,2.0,68,1303,109000.0,1,0,0,10,1,1,1,10,2,0,1
92514,696,2.0,63,721,93000.0,1,0,0,10,1,1,1,10,2,0,1
92518,594,2.0,41,624,44000.0,0,1,0,10,1,1,1,10,2,0,1
92522,582,2.0,27,2336,59000.0,0,1,0,10,1,1,1,10,2,0,1
92525,54,2.0,30,1521,69000.0,1,0,0,10,1,1,1,10,2,0,1
92530,228,2.0,60,953,51000.0,0,1,0,10,1,1,1,10,2,0,1
92533,606,2.0,69,1309,61000.0,0,1,0,10,1,1,1,10,2,0,1
92536,528,2.0,19,770,54000.0,0,1,0,10,1,1,1,10,2,0,1
92538,6,2.0,61,1506,94000.0,0,1,0,10,1,1,1,10,2,0,1
92542,372,2.0,73,1261,62000.0,1,0,0,10,1,1,1,10,2,0,1
92545,342,2.0,53,1077,42000.0,1,0,0,10,1,1,1,10,2,0,1
92548,558,2.0,53,1077,42000.0,1,0,0,10,1,1,1,10,2,0,1
92551,216,2.0,72,1614,75000.0,1,0,0,10,1,1,1,10,2,0,1
92554,468,2.0,28,641,58000.0,0,1,0,10,1,1,1,10,2,0,1
92559,222,2.0,27,1869,62000.0,0,1,0,10,1,1,1,10,2,0,1
92565,456,2.0,71,693,78000.0,0,1,0,10,1,1,1,10,2,0,1
92569,408,2.0,79,862,31000.0,0,1,0,10,1,1,1,10,2,0,1
92573,678,2.0,64,1436,84000.0,0,1,0,10,1,1,1,10,2,0,1
92575,252,2.0,57,925,102000.0,1,0,0,10,1,1,1,10,2,0,1
92579,594,2.0,57,925,102000.0,1,0,0,10,1,1,1,10,2,0,1
92582,438,2.0,38,615,46000.0,0,1,0,10,1,1,1,10,2,0,1
92584,366,2.0,64,808,104000.0,0,1,0,10,1,1,1,10,2,0,1
92588,18,2.0,59,856,47000.0,0,1,0,10,1,1,1,10,2,0,1
92590,6,2.0,91,1635,107000.0,1,0,0,10,1,1,1,10,2,0,1
92600,462,2.0,31,1711,37000.0,0,1,0,10,1,1,1,10,2,0,1
92603,612,2.0,31,1711,37000.0,0,1,0,10,1,1,1,10,2,0,1
92608,354,2.0,69,798,71000.0,0,1,0,10,1,1,1,10,2,0,1
92615,354,2.0,63,1471,64000.0,0,1,0,10,1,1,1,10,2,0,1
92624,630,2.0,60,1146,84000.0,0,1,0,10,1,1,1,10,2,0,1
92626,0,2.0,64,754,76000.0,1,0,0,10,1,1,1,10,2,0,1
92630,366,2.0,64,754,76000.0,1,0,0,10,1,1,1,10,2,0,1
92633,450,2.0,69,856,116000.0,0,1,0,10,1,1,1,10,2,0,1
92636,384,2.0,55,765,68000.0,0,1,0,10,1,1,1,10,2,0,1
92645,336,2.0,21,703,58000.0,1,0,0,10,1,1,1,10,2,0,1
92648,54,2.0,19,1215,49000.0,0,1,0,10,1,1,1,10,2,0,1
92651,678,2.0,51,720,86000.0,0,1,0,10,1,1,1,10,2,0,1
92654,390,2.0,51,1563,47000.0,0,1,0,10,1,1,1,10,2,0,1
92657,432,2.0,44,2035,51000.0,0,1,0,10,1,1,1,10,2,0,1
92660,660,2.0,63,903,78000.0,1,0,0,10,1,1,1,10,2,0,1
92663,6,2.0,40,1552,65000.0,0,1,0,10,1,1,1,10,2,0,1
92666,642,2.0,40,1552,65000.0,0,1,0,10,1,1,1,10,2,0,1
92669,558,2.0,55,1548,97000.0,0,1,0,10,1,1,1,10,2,0,1
92672,234,2.0,38,1450,44000.0,0,1,0,10,1,1,1,10,2,0,1
92674,576,2.0,28,576,52000.0,0,1,0,10,1,1,1,10,2,0,1
92677,528,2.0,68,2029,71000.0,0,1,0,10,1,1,1,10,2,0,1
92682,480,2.0,51,1439,55000.0,0,1,0,10,1,1,1,10,2,0,1
92691,438,2.0,62,744,80000.0,1,0,0,10,1,1,1,10,2,0,1
92693,558,2.0,62,744,80000.0,1,0,0,10,1,1,1,10,2,0,1
92695,594,2.0,61,1361,62000.0,0,1,0,10,1,1,1,10,2,0,1
92699,234,2.0,71,1779,74000.0,0,1,0,10,1,1,1,10,2,0,1
92701,342,2.0,71,1779,74000.0,0,1,0,10,1,1,1,10,2,0,1
92707,462,2.0,46,564,74000.0,0,1,0,10,1,1,1,10,2,0,1
92710,114,2.0,36,573,42000.0,0,1,0,10,1,1,1,10,2,0,1
92713,180,2.0,36,573,42000.0,0,1,0,10,1,1,1,10,2,0,1
92716,36,2.0,54,876,117000.0,1,0,0,10,1,1,1,10,2,0,1
92721,222,2.0,57,1357,74000.0,1,0,0,10,1,1,1,10,2,0,1
92724,600,2.0,52,1516,84000.0,1,0,0,10,1,1,1,10,2,0,1
92729,642,2.0,29,922,64000.0,1,0,0,10,1,1,1,10,2,0,1
92730,642,2.0,29,922,64000.0,1,0,0,10,1,1,1,10,2,0,1
92733,564,2.0,58,817,54000.0,1,0,0,10,1,1,1,10,2,0,1
92742,492,2.0,66,778,112000.0,1,0,0,10,1,1,1,10,2,0,1
92747,354,2.0,62,1330,83000.0,1,0,0,10,1,1,1,10,2,0,1
92752,696,2.0,23,850,53000.0,0,1,0,10,1,1,1,10,2,0,1
92755,96,2.0,40,2335,56000.0,0,0,1,10,1,1,1,10,2,0,1
92760,12,2.0,65,1693,92000.0,0,1,0,10,1,1,1,10,2,0,1
92763,486,2.0,36,866,67000.0,1,0,0,10,1,1,1,10,2,0,1
92767,708,2.0,71,1077,82000.0,0,1,0,10,1,1,1,10,2,0,1
92770,6,2.0,51,1394,110000.0,0,1,0,10,1,1,1,10,2,0,1
92775,42,2.0,68,1328,90000.0,0,1,0,10,1,1,1,10,2,0,1
92778,30,2.0,58,1599,76000.0,1,0,0,10,1,1,1,10,2,0,1
92780,30,2.0,63,1419,72000.0,0,1,0,10,1,1,1,10,2,0,1
92783,342,2.0,63,1419,72000.0,0,1,0,10,1,1,1,10,2,0,1
92786,498,2.0,58,734,85000.0,0,1,0,10,1,1,1,10,2,0,1
92789,84,2.0,39,978,90000.0,1,0,0,10,1,1,1,10,2,0,1
92792,456,2.0,34,1621,66000.0,0,0,1,10,1,1,1,10,2,0,1
92795,582,2.0,34,1621,66000.0,0,0,1,10,1,1,1,10,2,0,1
92798,174,2.0,85,677,84000.0,1,0,0,10,1,1,1,10,2,0,1
92801,462,2.0,38,1594,100000.0,0,1,0,10,1,1,1,10,2,0,1
92805,492,2.0,39,1914,55000.0,1,0,0,10,1,1,1,10,2,0,1
92808,390,2.0,78,1330,110000.0,1,0,0,10,1,1,1,10,2,0,1
92811,408,2.0,63,1233,49000.0,0,1,0,10,1,1,1,10,2,0,1
92820,708,2.0,28,587,73000.0,1,0,0,10,1,1,1,10,2,0,1
92823,6,2.0,61,1561,79000.0,0,1,0,10,1,1,1,10,2,0,1
92827,204,2.0,62,1012,82000.0,1,0,0,10,1,1,1,10,2,0,1
92830,402,2.0,65,719,56000.0,1,0,0,10,1,1,1,10,2,0,1
92833,204,2.0,25,963,50000.0,1,0,0,10,1,1,1,10,2,0,1
92835,576,2.0,59,1649,48000.0,0,0,1,10,1,1,1,10,2,0,1
92839,198,2.0,63,970,78000.0,1,0,0,10,1,1,1,10,2,0,1
92842,216,2.0,57,1320,79000.0,0,1,0,10,1,1,1,10,2,0,1
92845,504,2.0,54,712,56000.0,0,1,0,10,1,1,1,10,2,0,1
92848,462,2.0,24,801,46000.0,0,1,0,10,1,1,1,10,2,0,1
92851,252,2.0,47,844,42000.0,1,0,0,10,1,1,1,10,2,0,1
92854,648,2.0,47,844,42000.0,1,0,0,10,1,1,1,10,2,0,1
92857,516,2.0,49,696,85000.0,1,0,0,10,1,1,1,10,2,0,1
92860,414,2.0,64,795,53000.0,0,1,0,10,1,1,1,10,2,0,1
92863,648,2.0,64,795,53000.0,0,1,0,10,1,1,1,10,2,0,1
92866,264,2.0,22,820,34000.0,0,1,0,10,1,1,1,10,2,0,1
92871,360,2.0,55,564,65000.0,1,0,0,10,1,1,1,10,2,0,1
92876,702,2.0,66,751,68000.0,0,1,0,10,1,1,1,10,2,0,1
92881,600,2.0,57,778,43000.0,1,0,0,10,1,1,1,10,2,0,1
92883,24,2.0,56,682,96000.0,0,1,0,10,1,1,1,10,2,0,1
92887,432,2.0,59,711,64000.0,0,1,0,10,1,1,1,10,2,0,1
92889,582,2.0,77,985,65000.0,0,1,0,10,1,1,1,10,2,0,1
92894,576,2.0,26,904,58000.0,1,0,0,10,1,1,1,10,2,0,1
92895,576,2.0,26,904,58000.0,1,0,0,10,1,1,1,10,2,0,1
92898,30,2.0,66,747,75000.0,1,0,0,10,1,1,1,10,2,0,1
92903,696,2.0,46,1906,41000.0,0,1,0,10,1,1,1,10,2,0,1
92909,510,2.0,48,595,91000.0,0,1,0,10,1,1,1,10,2,0,1
92913,138,2.0,74,1147,53000.0,0,1,0,10,1,1,1,10,2,0,1
92916,402,2.0,74,1147,53000.0,0,1,0,10,1,1,1,10,2,0,1
92921,600,2.0,84,1459,52000.0,0,1,0,10,1,1,1,10,2,0,1
92924,48,2.0,28,1154,46000.0,1,0,0,10,1,1,1,10,2,0,1
92927,612,2.0,52,1252,97000.0,0,1,0,10,1,1,1,10,2,0,1
92930,114,2.0,36,700,47000.0,0,1,0,10,1,1,1,10,2,0,1
92933,594,2.0,36,700,47000.0,0,1,0,10,1,1,1,10,2,0,1
92936,516,2.0,49,892,48000.0,0,1,0,10,1,1,1,10,2,0,1
92939,552,2.0,40,859,62000.0,1,0,0,10,1,1,1,10,2,0,1
92943,582,2.0,49,1316,80000.0,1,0,0,10,1,1,1,10,2,0,1
92946,168,2.0,40,1108,80000.0,0,1,0,10,1,1,1,10,2,0,1
92950,450,2.0,40,1108,80000.0,0,1,0,10,1,1,1,10,2,0,1
92953,120,2.0,61,818,48000.0,0,1,0,10,1,1,1,10,2,0,1
92956,354,2.0,69,1184,36000.0,0,1,0,10,1,1,1,10,2,0,1
92959,192,2.0,73,1125,73000.0,0,1,0,10,1,1,1,10,2,0,1
92966,228,2.0,57,1008,118000.0,1,0,0,10,1,1,1,10,2,0,1
92969,474,2.0,46,690,93000.0,1,0,0,10,1,1,1,10,2,0,1
92972,162,2.0,71,702,97000.0,1,0,0,10,1,1,1,10,2,0,1
92975,504,2.0,75,836,102000.0,1,0,0,10,1,1,1,10,2,0,1
92978,108,2.0,49,1622,81000.0,0,1,0,10,1,1,1,10,2,0,1
92981,648,2.0,50,896,74000.0,1,0,0,10,1,1,1,10,2,0,1
92984,420,2.0,61,1364,82000.0,1,0,0,10,1,1,1,10,2,0,1
92991,282,2.0,27,1808,62000.0,0,1,0,10,1,1,1,10,2,0,1
92994,594,2.0,35,1531,30000.0,0,1,0,10,1,1,1,10,2,0,1
92999,372,2.0,61,2274,69000.0,1,0,0,10,1,1,1,10,2,0,1
93002,516,2.0,55,1603,35000.0,0,1,0,10,1,1,1,10,2,0,1
93005,216,2.0,95,942,32000.0,1,0,0,10,1,1,1,10,2,0,1
93008,654,2.0,95,942,32000.0,1,0,0,10,1,1,1,10,2,0,1
93011,522,2.0,52,1521,88000.0,1,0,0,10,1,1,1,10,2,0,1
93014,66,2.0,57,1396,106000.0,1,0,0,10,1,1,1,10,2,0,1
93017,282,2.0,68,2113,51000.0,0,1,0,10,1,1,1,10,2,0,1
93020,444,2.0,18,797,53000.0,0,1,0,10,1,1,1,10,2,0,1
93023,540,2.0,67,715,90000.0,0,1,0,10,1,1,1,10,2,0,1
93026,648,2.0,85,2183,47000.0,0,1,0,10,1,1,1,10,2,0,1
93029,606,2.0,65,1618,103000.0,1,0,0,10,1,1,1,10,2,0,1
93032,618,2.0,44,1491,72000.0,0,1,0,10,1,1,1,10,2,0,1
93036,594,2.0,48,1013,36000.0,0,1,0,10,1,1,1,10,2,0,1
93037,594,2.0,48,1013,36000.0,0,1,0,10,1,1,1,10,2,0,1
93039,180,2.0,69,936,61000.0,0,1,0,10,1,1,1,10,2,0,1
93043,618,2.0,49,1970,33000.0,0,1,0,10,1,1,1,10,2,0,1
93052,120,2.0,58,806,95000.0,1,0,0,10,1,1,1,10,2,0,1
93055,510,2.0,79,578,64000.0,1,0,0,10,1,1,1,10,2,0,1
93058,606,2.0,79,578,64000.0,1,0,0,10,1,1,1,10,2,0,1
93061,12,2.0,58,1273,114000.0,0,1,0,10,1,1,1,10,2,0,1
93064,534,2.0,58,1273,114000.0,0,1,0,10,1,1,1,10,2,0,1
93066,168,2.0,68,1574,101000.0,1,0,0,10,1,1,1,10,2,0,1
93070,330,2.0,57,790,80000.0,1,0,0,10,1,1,1,10,2,0,1
93073,666,2.0,46,1546,34000.0,1,0,0,10,1,1,1,10,2,0,1
93078,420,2.0,65,603,72000.0,1,0,0,10,1,1,1,10,2,0,1
93081,684,2.0,19,1373,51000.0,0,1,0,10,1,1,1,10,2,0,1
93091,12,2.0,41,1128,45000.0,0,1,0,10,1,1,1,10,2,0,1
93094,150,2.0,21,2240,37000.0,1,0,0,10,1,1,1,10,2,0,1
93097,318,2.0,92,1161,75000.0,1,0,0,10,1,1,1,10,2,0,1
93099,504,2.0,44,1621,56000.0,0,1,0,10,1,1,1,10,2,0,1
93103,522,2.0,57,1428,77000.0,1,0,0,10,1,1,1,10,2,0,1
93106,612,2.0,68,2143,69000.0,0,1,0,10,1,1,1,10,2,0,1
93109,270,2.0,53,867,84000.0,0,1,0,10,1,1,1,10,2,0,1
93120,462,2.0,54,1200,55000.0,0,1,0,10,1,1,1,10,2,0,1
93123,642,2.0,68,1353,116000.0,1,0,0,10,1,1,1,10,2,0,1
93128,630,2.0,68,811,97000.0,0,1,0,10,1,1,1,10,2,0,1
93131,582,2.0,80,1597,62000.0,1,0,0,10,1,1,1,10,2,0,1
93141,612,2.0,62,1811,83000.0,0,1,0,10,1,1,1,10,2,0,1
93144,432,2.0,59,881,98000.0,1,0,0,10,1,1,1,10,2,0,1
93149,366,2.0,48,633,46000.0,1,0,0,10,1,1,1,10,2,0,1
93152,54,2.0,54,1210,119000.0,1,0,0,10,1,1,1,10,2,0,1
93155,360,2.0,68,970,74000.0,1,0,0,10,1,1,1,10,2,0,1
93158,594,2.0,20,819,49000.0,1,0,0,10,1,1,1,10,2,0,1
93164,420,2.0,36,995,71000.0,1,0,0,10,1,1,1,10,2,0,1
93173,600,2.0,52,2200,56000.0,0,1,0,10,1,1,1,10,2,0,1
93177,180,2.0,58,1473,76000.0,1,0,0,10,1,1,1,10,2,0,1
93180,480,2.0,58,1473,76000.0,1,0,0,10,1,1,1,10,2,0,1
93183,528,2.0,82,1228,61000.0,0,1,0,10,1,1,1,10,2,0,1
93186,678,2.0,48,2185,42000.0,0,1,0,10,1,1,1,10,2,0,1
93189,414,2.0,80,797,81000.0,0,1,0,10,1,1,1,10,2,0,1
93192,264,2.0,64,865,88000.0,0,1,0,10,1,1,1,10,2,0,1
93195,48,2.0,30,1289,64000.0,0,1,0,10,1,1,1,10,2,0,1
93200,300,2.0,68,770,78000.0,1,0,0,10,1,1,1,10,2,0,1
93203,432,2.0,68,770,78000.0,1,0,0,10,1,1,1,10,2,0,1
93206,342,2.0,50,859,56000.0,0,1,0,10,1,1,1,10,2,0,1
93209,714,2.0,36,791,38000.0,0,1,0,10,1,1,1,10,2,0,1
93212,96,2.0,60,1164,68000.0,0,1,0,10,1,1,1,10,2,0,1
93217,198,2.0,65,761,81000.0,1,0,0,10,1,1,1,10,2,0,1
93220,384,2.0,65,761,81000.0,1,0,0,10,1,1,1,10,2,0,1
93227,600,2.0,44,890,32000.0,0,1,0,10,1,1,1,10,2,0,1
93234,78,2.0,29,1303,44000.0,0,1,0,10,1,1,1,10,2,0,1
93239,618,2.0,61,1485,59000.0,1,0,0,10,1,1,1,10,2,0,1
93244,42,2.0,48,1268,80000.0,0,1,0,10,1,1,1,10,2,0,1
93251,372,2.0,32,1579,75000.0,0,1,0,10,1,1,1,10,2,0,1
93254,600,2.0,22,635,56000.0,0,1,0,10,1,1,1,10,2,0,1
93257,246,2.0,45,809,88000.0,1,0,0,10,1,1,1,10,2,0,1
93260,108,2.0,58,820,87000.0,1,0,0,10,1,1,1,10,2,0,1
93263,66,2.0,41,914,79000.0,1,0,0,10,1,1,1,10,2,0,1
93266,360,2.0,41,914,79000.0,1,0,0,10,1,1,1,10,2,0,1
93270,390,2.0,35,785,68000.0,0,1,0,10,1,1,1,10,2,0,1
93273,444,2.0,35,785,68000.0,0,1,0,10,1,1,1,10,2,0,1
93276,66,2.0,28,2204,66000.0,0,1,0,10,1,1,1,10,2,0,1
93281,270,2.0,67,1215,33000.0,1,0,0,10,1,1,1,10,2,0,1
93284,654,2.0,67,1215,33000.0,1,0,0,10,1,1,1,10,2,0,1
93289,372,2.0,74,1122,49000.0,0,1,0,10,1,1,1,10,2,0,1
93292,456,2.0,74,1122,49000.0,0,1,0,10,1,1,1,10,2,0,1
93295,324,2.0,61,734,32000.0,0,1,0,10,1,1,1,10,2,0,1
93298,618,2.0,22,576,60000.0,0,1,0,10,1,1,1,10,2,0,1
93301,84,2.0,38,672,52000.0,1,0,0,10,1,1,1,10,2,0,1
93306,408,2.0,94,1226,82000.0,0,1,0,10,1,1,1,10,2,0,1
93309,696,2.0,55,909,71000.0,1,0,0,10,1,1,1,10,2,0,1
93312,258,2.0,47,2006,62000.0,0,1,0,10,1,1,1,10,2,0,1
93315,384,2.0,49,703,68000.0,0,1,0,10,1,1,1,10,2,0,1
93318,582,2.0,49,703,68000.0,0,1,0,10,1,1,1,10,2,0,1
93320,594,2.0,83,908,56000.0,1,0,0,10,1,1,1,10,2,0,1
93324,102,2.0,49,1009,73000.0,1,0,0,10,1,1,1,10,2,0,1
93327,390,2.0,77,1023,43000.0,1,0,0,10,1,1,1,10,2,0,1
93334,714,2.0,95,593,44000.0,1,0,0,10,1,1,1,10,2,0,1
93337,606,2.0,40,1037,46000.0,0,1,0,10,1,1,1,10,2,0,1
93340,252,2.0,62,1186,89000.0,0,1,0,10,1,1,1,10,2,0,1
93343,588,2.0,62,1186,89000.0,0,1,0,10,1,1,1,10,2,0,1
93346,624,2.0,58,2062,34000.0,0,1,0,10,1,1,1,10,2,0,1
93349,12,2.0,37,1618,78000.0,1,0,0,10,1,1,1,10,2,0,1
93351,426,2.0,37,1618,78000.0,1,0,0,10,1,1,1,10,2,0,1
93359,594,2.0,60,749,63000.0,0,1,0,10,1,1,1,10,2,0,1
93362,162,2.0,48,1413,66000.0,1,0,0,10,1,1,1,10,2,0,1
93365,690,2.0,51,774,73000.0,0,1,0,10,1,1,1,10,2,0,1
93368,234,2.0,64,1796,51000.0,1,0,0,10,1,1,1,10,2,0,1
93373,474,2.0,64,1796,51000.0,1,0,0,10,1,1,1,10,2,0,1
93374,498,2.0,64,1796,51000.0,1,0,0,10,1,1,1,10,2,0,1
93376,570,2.0,64,1796,51000.0,1,0,0,10,1,1,1,10,2,0,1
93381,618,2.0,68,1410,78000.0,1,0,0,10,1,1,1,10,2,0,1
93386,96,2.0,51,1502,41000.0,0,1,0,10,1,1,1,10,2,0,1
93389,594,2.0,51,1502,41000.0,0,1,0,10,1,1,1,10,2,0,1
93392,426,2.0,82,1887,33000.0,1,0,0,10,1,1,1,10,2,0,1
93395,618,2.0,82,1887,33000.0,1,0,0,10,1,1,1,10,2,0,1
93398,462,2.0,76,844,64000.0,0,0,1,10,1,1,1,10,2,0,1
93401,210,2.0,30,820,56000.0,0,1,0,10,1,1,1,10,2,0,1
93403,588,2.0,53,837,71000.0,0,1,0,10,1,1,1,10,2,0,1
93407,642,2.0,45,1051,78000.0,0,1,0,10,1,1,1,10,2,0,1
93412,24,2.0,65,1345,117000.0,0,1,0,10,1,1,1,10,2,0,1
93415,180,2.0,53,1138,88000.0,1,0,0,10,1,1,1,10,2,0,1
93418,54,2.0,60,2050,48000.0,0,0,1,10,1,1,1,10,2,0,1
93421,192,2.0,67,1085,88000.0,0,1,0,10,1,1,1,10,2,0,1
93424,426,2.0,67,1085,88000.0,0,1,0,10,1,1,1,10,2,0,1
93431,570,2.0,66,1061,76000.0,1,0,0,10,1,1,1,10,2,0,1
93434,510,2.0,59,1985,77000.0,0,1,0,10,1,1,1,10,2,0,1
93437,546,2.0,72,713,52000.0,1,0,0,10,1,1,1,10,2,0,1
93442,420,2.0,78,779,68000.0,0,1,0,10,1,1,1,10,2,0,1
93447,270,2.0,76,2034,85000.0,1,0,0,10,1,1,1,10,2,0,1
93450,96,2.0,63,1462,76000.0,1,0,0,10,1,1,1,10,2,0,1
93453,456,2.0,46,814,60000.0,1,0,0,10,1,1,1,10,2,0,1
93456,450,2.0,59,648,105000.0,1,0,0,10,1,1,1,10,2,0,1
93459,612,2.0,61,784,35000.0,0,1,0,10,1,1,1,10,2,0,1
93462,378,2.0,51,1270,118000.0,1,0,0,10,1,1,1,10,2,0,1
93465,204,2.0,76,2131,50000.0,0,1,0,10,1,1,1,10,2,0,1
93468,480,2.0,76,2131,50000.0,0,1,0,10,1,1,1,10,2,0,1
93471,234,2.0,61,726,66000.0,0,1,0,10,1,1,1,10,2,0,1
93474,546,2.0,55,906,61000.0,0,1,0,10,1,1,1,10,2,0,1
93477,408,2.0,65,1595,76000.0,0,1,0,10,1,1,1,10,2,0,1
93480,660,2.0,65,1595,76000.0,0,1,0,10,1,1,1,10,2,0,1
93490,6,2.0,63,1120,77000.0,1,0,0,10,1,1,1,10,2,0,1
93493,234,2.0,63,1120,77000.0,1,0,0,10,1,1,1,10,2,0,1
93496,402,2.0,63,1120,77000.0,1,0,0,10,1,1,1,10,2,0,1
93499,570,2.0,54,760,49000.0,0,1,0,10,1,1,1,10,2,0,1
93501,612,2.0,54,760,49000.0,0,1,0,10,1,1,1,10,2,0,1
93505,372,2.0,58,909,86000.0,0,1,0,10,1,1,1,10,2,0,1
93510,186,2.0,28,2222,42000.0,0,1,0,10,1,1,1,10,2,0,1
93515,666,2.0,28,2222,42000.0,0,1,0,10,1,1,1,10,2,0,1
93518,192,2.0,61,2360,33000.0,0,1,0,10,1,1,1,10,2,0,1
93523,438,2.0,65,680,38000.0,0,1,0,10,1,1,1,10,2,0,1
93524,438,2.0,65,680,38000.0,0,1,0,10,1,1,1,10,2,0,1
93527,600,2.0,88,1171,32000.0,1,0,0,10,1,1,1,10,2,0,1
93532,444,2.0,51,1365,86000.0,1,0,0,10,1,1,1,10,2,0,1
93535,204,2.0,21,917,52000.0,1,0,0,10,1,1,1,10,2,0,1
93538,588,2.0,21,917,52000.0,1,0,0,10,1,1,1,10,2,0,1
93543,516,2.0,38,629,50000.0,1,0,0,10,1,1,1,10,2,0,1
93546,510,2.0,49,1180,98000.0,1,0,0,10,1,1,1,10,2,0,1
93549,438,2.0,29,730,71000.0,0,1,0,10,1,1,1,10,2,0,1
93552,342,2.0,54,1274,53000.0,0,1,0,10,1,1,1,10,2,0,1
93555,576,2.0,54,1274,53000.0,0,1,0,10,1,1,1,10,2,0,1
93558,348,2.0,42,1932,66000.0,0,1,0,10,1,1,1,10,2,0,1
93563,84,2.0,59,759,99000.0,1,0,0,10,1,1,1,10,2,0,1
93566,540,2.0,71,1490,79000.0,1,0,0,10,1,1,1,10,2,0,1
93569,522,2.0,66,1938,66000.0,0,1,0,10,1,1,1,10,2,0,1
93572,450,2.0,52,1507,63000.0,0,1,0,10,1,1,1,10,2,0,1
93575,540,2.0,66,1198,34000.0,0,1,0,10,1,1,1,10,2,0,1
93580,480,2.0,41,1129,43000.0,0,1,0,10,1,1,1,10,2,0,1
93583,522,2.0,57,1064,57000.0,1,0,0,10,1,1,1,10,2,0,1
93586,162,2.0,63,902,50000.0,0,1,0,10,1,1,1,10,2,0,1
93590,504,2.0,63,902,50000.0,0,1,0,10,1,1,1,10,2,0,1
93591,504,2.0,63,902,50000.0,0,1,0,10,1,1,1,10,2,0,1
93597,564,2.0,56,1595,102000.0,0,1,0,10,1,1,1,10,2,0,1
93606,204,2.0,81,646,49000.0,1,0,0,10,1,1,1,10,2,0,1
93608,588,2.0,53,2110,83000.0,0,0,1,10,1,1,1,10,2,0,1
93616,348,2.0,54,1387,80000.0,0,1,0,10,1,1,1,10,2,0,1
93621,558,2.0,44,721,57000.0,1,0,0,10,1,1,1,10,2,0,1
93624,606,2.0,57,983,96000.0,0,1,0,10,1,1,1,10,2,0,1
93627,546,2.0,45,1637,62000.0,0,1,0,10,1,1,1,10,2,0,1
93633,594,2.0,46,1111,88000.0,1,0,0,10,1,1,1,10,2,0,1
93636,540,2.0,63,2011,73000.0,0,1,0,10,1,1,1,10,2,0,1
93643,198,2.0,61,1470,70000.0,0,1,0,10,1,1,1,10,2,0,1
93646,258,2.0,19,1280,65000.0,1,0,0,10,1,1,1,10,2,0,1
